Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Malaysia,MYS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,9.300000191,14.60000038,16.20000076,8.300000191,19.10000038,26.79999924,33.40000153,45,82.30000305,68.69999695,109.9000015,130.3000031,141.3000031,163.1000061,192.6000061,200.5,259.2999878,343.3999939,373.2000122,403.7000122,574.2000122,713.5999756,763.7000122,677.7999878,797.0999756,1198.800049,1414.599976,1425.699951,1375.599976,1424.599976,1863.841,1774.745,1923.655,2178.51,2599.165,2577.581,2597.404,2661.528,2444.462,2853.263,2564.658224,2193.260008,1943.958883,2161.992838,2193.300634,2005.979379,1149.876958,1455.209824,1404.407778,
Malaysia,MYS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,27700,31300,38600,63400,70700,72800,73700,71000,71900,75100,88600,97800,95800,95100,95100,94700,94100,101400,109400,111900,130500,145800,164800,164500,175000,178200,188300,194100,174000,164800,169263,169840,189382,166716,170054,176152,163665,185052,176549,182002,302185.2225,336401,343382,430334.4578,443318.55,463740,447001,473610.67,476733,
Malaysia,MYS,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.720171418,5.707030049,5.522771119,5.57683233,5.7,5.5,5.4,5.6,5.565850905,5.6,5.4,,
Malaysia,MYS,"Trademark applications, resident, by count",IP.TMK.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10406,10479,11209,12289,12562,12810,13099,13001,14044,14705,15400,15940,18527,19481,19863,
Malaysia,MYS,"Trademark applications, nonresident, by count",IP.TMK.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10337,11668,12840,13605,13472,11260,13271,15832,17832,17520,19171,19983,20580,21612,23793,
Malaysia,MYS,"Industrial design applications, resident, by count",IP.IDS.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,286,465,502,624,520,633,616,774,630,699,737,743,857,679,827,627,701,517,528,
Malaysia,MYS,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,679,597,660,700,941,974,928,1146,1072,766,940,1128,1225,1374,1055,1135,726,1297,1317,
Malaysia,MYS,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000000,,154200000,,,284000000,2558200000,790000000,10000000,,,,,3964800000,,,,2521000000,,,,,,,,,,,,,,,
Malaysia,MYS,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,31900000,,,3192000000,,700000,,160000000,814000000,2010600000,1889000000,2981000000,2210300000,591900000,187880000,1079700000,684300000,,1569900000,342110000,586950000,531000000,423000000,425000000,,,,,381000000,,,,1543000000,,
Malaysia,MYS,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000000,1330000000,3181700000,,,215200000,,,,1765300000,12300000,2050000000,,1600000000,203000000,,,181500000,34000000,24000000,2311900000,1283000000,,2675000000,,362300000,143250000,
Malaysia,MYS,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000000,,154200000,,,284000000,2558200000,790000000,10000000,,,,,3964800000,,16400000,,2521000000,,,,,,,,,,,,,,,
Malaysia,MYS,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,31900000,,,3192000000,,700000,,160000000,814000000,2010600000,1889000000,2981000000,2210300000,591900000,317880000,1079700000,684300000,,1569900000,342110000,586950000,531000000,423000000,425000000,,253300000,,,381000000,,,,1543000000,,
Malaysia,MYS,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350000000,1330000000,3181700000,1200000000,,215200000,,195000000,,1765300000,12300000,2050000000,1210000000,1600000000,203000000,,,181500000,34000000,24000000,2311900000,1283000000,,2675000000,,362300000,143250000,
Malaysia,MYS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,66725.40036,,,,,57732.55394,,,,,51217.39781,,,,,45346.82188,,,,,40079.57592,,,,,35104.70887,,,,,30522.04913,,,,,26898.18522,,,,,23958.63484,,,,,21706.28625,,,,,19953.10401,,19419.71286,,,,,
Malaysia,MYS,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,,,580,,,,,580,,,,,580,,,,,580,,,,,580,,,,,580,,,,,580,,,,,580,,,,,580,,,,,580,,,,,580,,580,,,,,
Malaysia,MYS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.744827586,,,,,0.9455172414,,,,,1.60362069,,,,,1.931034483,,,,,,,,,,,,
Malaysia,MYS,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12,,,,,,5.484,,,,9.301,,,,,11.2,,,,,,,,,,,,,,
Malaysia,MYS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.872,,,,,,29.9,,,,40.27,,,,,42.75,,,,,,,,,,,,,,
Malaysia,MYS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.083,,,,,,24.45,,,,32.81,,,,,34.84,,,,,,,,,,,,,,
Malaysia,MYS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.02,,,,,,45.65,,,,26.92,,,,,22.37,,,,,,,,,,,,,,
Malaysia,MYS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,313.13184,347.3069407,374.9793619,400.2997531,429.939122,466.6889999,530.8705526,560.549436,618.2749505,658.7870708,688.8326056,728.6190492,768.1810035,816.2030524,842.7502738,884.021304,924.1617238,997.15288,1076.161901,1157.360161,1266.257007,1419.170036,1533.700613,1785.108247,2004.577694,2187.87928,2471.896846,2525.339081,2648.127217,2747.059326,2758.347959,2820.55094,2914.673774,2984.361024,2873.734689,3065.572077,3272.896296,3286.091213,3942.089141,4145.520948,4102.620663,4338.561654,4520.363046,4651.958734,,,,,
Malaysia,MYS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,,,,,,,,,,,,72.43741765,73.24368189,76.78608841,81.04747551,82.63648929,85.36133416,89.77393617,88.12061032,87.02048823,84.77460444,84.3046419,86.15684943,84.5351936,72.72661138,60.33859743,56.9524518,52.64910166,48.52211658,46.5349756,45.85940216,41.2210003,32.8865241,27.34390742,21.65217391,19.73956271,19.69231368,17.68222103,16.16840441,7.493139975,5.198180637,6.16453773,10.26276448,3.782385401,3.032181226,2.664715203,3.489925415,2.297058944,1.763785646,3.034404283,2.941035052,7.309998066,4.475335055,3.859108914,2.366599082,1.158383459,,,,
Malaysia,MYS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Malaysia,MYS,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,1.029304916,1.068003487,1.333466017,1.361993885,1.205228314,1.881172598,2.400698385,14.68147752,17.74223545,19.11486137,20.82472096,18.99604927,24.07021203,29.09761976,40.33220778,49.45738219,53.13554987,58.98552637,63.55803641,70.13285421,70.11085306,73.98096056,73.63800448,71.42113556,67.4244771,70.90315921,66.52569151,66.87431205,66.27073361,63.34857869,63.83881555,61.24151962,56.73312711,44.98781667,46.62042997,48.9786625,50.06882802,46.60311878,,,,
Malaysia,MYS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,,,,,,,,,,8.722002635,8.810572687,8.925204274,10.47475509,9.657912923,10.14515133,9.707446809,11.06805522,10.45117698,10.34928849,10.54387103,11.10168053,11.04405079,10.3812018,12.41970021,12.07612671,12.22088284,11.92641587,11.29444574,9.084984359,11.59234709,7.940243528,14.04185498,8.913043478,9.612423563,10.54146569,7.934972272,8.000197658,8.000551868,7.999422424,8.0003939,8.000107746,8.000611707,8.000340285,8.000193534,7.999554714,7.999712868,7.999918201,5.674853237,6.168961262,9.352929801,6.221117569,3.84971232,5.792403827,,,,,
Malaysia,MYS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,27.56258235,26.75631811,23.21391159,18.95252449,17.36351071,14.63866584,10.22606383,10.85008477,11.91150828,13.89192955,14.33336422,12.63792225,13.5836338,24.87269024,24.97992505,25.30531275,28.23603697,29.32513435,24.37834069,17.33142162,16.60138596,14.87431359,14.02746193,16.68542199,13.68615547,10.08829936,6.691083738,7.996903362,11.53557249,10.05847953,9.927691182,7.143530553,6.442034434,7.085217053,6.278954435,7.171323611,6.655318102,7.628756352,5.998982785,5.186479252,5.896731773,6.739047931,7.651718854,9.078518197,9.275061117,,,,
Malaysia,MYS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.328028111,10.09063444,12.7389642,13.07999397,11.90695453,9.171248453,8.52685422,7.588755444,6.661350552,5.493841024,5.723839172,6.990326982,11.10533535,12.48522874,15.16788105,18.87114657,23.35569491,24.18080873,23.06690415,27.69801879,26.76864245,28.71477462,34.32997291,40.98472249,41.51479748,38.57807847,37.8567699,42.28132931,,,,
Malaysia,MYS,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.577637157,1.867936689,2.873345253,2.790615629,3.058651485,4.292103072,5.317088827,5.338131728,5.018322608,5.292647854,7.118126362,6.140949096,6.233983613,7.205514882,6.787439306,6.563602877,7.603297617,7.235655331,7.214321608,,
Malaysia,MYS,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190789473.7,262368421.1,418684210.5,416315789.5,417210526.3,743015789.5,1050108433,1125326431,1459117749,1627562356,2013821985,2129444074,2421448414,2924078771,2857519151,2760395953,2656379163,2575931873,2677652166,,
North America,NAC,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.14217871,14.67490785,13.27354584,13.02122544,12.56128885,11.87383682,11.2748518,9.826604022,8.868306362,9.025407941,8.743154979,7.875122405,7.459015478,7.298885721,7.328765237,7.741845579,7.908233828,7.733179309,,
North America,NAC,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.88030206,14.52629757,13.94108477,13.22556209,13.34823626,12.86757392,12.66583738,12.03968754,11.1755106,13.38158487,13.23680146,12.01072023,11.87768061,11.99549569,11.84391403,12.64619243,12.86581701,13.07755942,,
North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7428356113,1.104655998,1.64422227,2.163943027,4.616500688,8.733954078,15.46402671,20.97143376,29.58262132,35.88271056,43.88416408,50.16862877,59.0588592,61.9412897,64.87501215,68.33044035,69.27302619,74.82218998,74.2688087,71.9250964,72.54899829,71.05695843,75.53352977,72.84930272,74.42523105,76.11729383,86.11499711,87.64705022,,
North America,NAC,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363.195169,2853.343746,3673.437847,4109.890796,4886.52381,6061.496254,11312.5267,29951.25134,62215.72359,
North America,NAC,Secure Internet servers,IT.NET.SECR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2771649015,1.080226264,2.715602057,4.953852042,7.346833737,10.03952056,13.19323193,17.77950985,20.67589548,24.22266925,25.82634279,26.55597344,27.78916511,28.77575882,29.86077136,30.7499757,31.15467724,32.31582576,33.14291726,34.3925189,35.90795399,
North America,NAC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845900,3336286,8480806,15628812,23396549,32257342,42768520,58178837,68305344,80808121,87006258,90322000,95379203,99599579,104203914,108166561,110412731,115357376,119136293,124459613,130766293,
North America,NAC,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,26.52119559,,,,,28.97326445,,,,,32.72233398,,,,,36.66886769,37.39675242,38.23148198,39.21735369,40.10274067,41.06439738,45.20058574,45.54968273,46.35546884,47.16647597,48.25169266,48.8170971,50.18167578,51.45040045,52.78206159,54.14184645,54.96360617,55.95534376,57.21642279,58.6411656,60.21658198,61.93199268,63.86932577,65.25472612,67.95936906,68.32057001,67.42217145,65.90669648,63.35363108,61.16143065,59.09143751,56.22724111,52.98409511,53.74775897,50.46425852,48.97780761,46.68655473,44.80695294,42.706783,40.89365284,39.35142763,37.9752955,36.88955451,35.86888084,
North America,NAC,Fixed telephone subscriptions,IT.MLT.MAIN,54265802,,,,,63570542,,,,,75569034,,,,,88810500,91433900,94365383,97722500,100881500,104283371,115877221,117881109,121108513,124406730,128496302,131268518,136266384,141097181,146188655,151447339,155266801,159627956,164865029,170742568,177272402,184468524,192578853,199197730,209936933,213409073,212752951,209928143,203599281,198307561,193361411,185753553,176757777,181070600,171638700,168103800,161593000,156390000,150226000,144927834,140472271,136506871,133495883,130624000,
North America,NAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,,,,,,,,,,,,,,,,,,,,,,,,,0.03472842019,0.1322596307,0.2758753096,0.489609246,0.828684569,1.39181681,2.097763682,2.950339162,4.227919749,6.019876336,8.931473299,12.35830005,15.96363886,19.73917148,24.42752452,30.09589406,37.84620377,44.10104128,48.25456424,54.13331735,61.64886497,67.46732149,75.19298424,80.82795986,84.14374204,87.66920024,90.62047297,93.67878096,95.30652913,96.4154253,108.4499321,115.4471037,118.70435,119.3666258,120.1796971,
North America,NAC,Mobile cellular subscriptions,IT.CEL.SETS,,,,,,,,,,,,,,,,,,,,,,,,,91600,352213,741825,1329219,2272074,3854867,5867933,8334419,12061300,17345843,26005327,36381765,47548751,59517569,74567893,92970841,118218031,139162333,153702000,173968000,199888000,220769320,248409200,269646400,283471500,298179900,311031600,324244000,332649000,339152300,384348491,412110000,426697388,431963826,437659397,
North America,NAC,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31227942,30197964,32984200,36320556,38827775,42661263,45226905,49253317,47132433.05,41545142.97,46838790,47424659,48964166,49932584,53481796,55636809,56323767.5,58510434,61352043,
North America,NAC,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Rail lines (total route-km),IS.RRS.TOTL.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037.2,4794.25,4868.15,4955.95,5008.9,5245.05,5223.15,5034.25,5258.95,5117.3,5044.05,5056.65,5358.297,5734.835,5444.9275,5838.805,5963.35,6145.9,6145.25,6020.27925,5920.5473,5936.435,6097.4,5917.9911,
North America,NAC,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906206,1979622,1969331,2010027,2092745,2140191,2183277,2200123,2264983,1431070.5,2476653,2586836,1521320,2594631,2236917,2468738,2524585,2500300,2541354,1630212.5,1543697,2314693,2445132,2525217.324,
North America,NAC,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,173629292,184390404,202953908,216936000,223979900,221613300,239850396,257611392,291497504,334470400,317782088,303183500,310646408,333707996,359574088,391747504,434932996,461779204,476582312,474435304,485175416,468602404,483783292,487442612,533028800,553803196,593928000,614552892,612824180,658966608,707095388,662639760,621733444,624881527,718811915,765777598,772257943,796405857,755498308,732006924,783774409.4,796874012,807166400.8,814697725.9,838238607,878450302,909445425,940807001,978402000,
North America,NAC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,5522.100189,5944.299805,6716.399994,7544.30011,7775.69989,7533.900085,8005.900208,8471.000122,9015.39978,9328.499634,9304.000366,9320.000366,9042.39978,10110.09998,11260.29962,10662.00018,11596,13030.00018,15046.19958,15962.30005,16176.70044,15727.60022,16867.29956,17712.19995,20562.40076,21260.30042,23457.40039,27435.30078,27563.60034,29173.79919,32068.089,29634.381,31132.711,35701.851,39106.7,38884.463,41385.08,42047.584,40702.261,36444.60865,41310.58464,41601.91354,41071.34038,39059.86452,40309.51425,39941.05539,40904.14614,44432.5369,46419.36822,
North America,NAC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,5404400,5291700,5276600,5407100,5022300,4939900,5043400,5143900,5206200,5399500,5344700,5011900,4916100,5136200,5549800,5905800,6449000,6731800,7009400,6892300,7195400,6881700,6836800,6671500,7503500,7965000,8337600,8253700,8142200,8831000,9784346,9517253,8302667,8825200,10554981,10988079,10781083,11004451,10254839,10380744,11329725.62,11303511.62,11144558.19,11008795.34,10846743,10820701,11000033,11082914,11354692.59,
North America,NAC,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.758202194,5.823404788,5.639752235,5.61105443,5.65,5.65,5.6,5.6,5.593441784,5.6,5.6,,
North America,NAC,"Trademark applications, resident, by count",IP.TMK.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249850,274053,290460,324606,308837,279978,365327,392694,407047,418161,441354,471640,470042,532000,552200,
North America,NAC,"Trademark applications, nonresident, by count",IP.TMK.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62341,68220,77184,88884,88419,76447,135761,152042,161272,165858,176921,200599,228940,265639,275623,
North America,NAC,"Industrial design applications, resident, by count",IP.IDS.RSCT,,,,,,,,,,,,,,,,,,,,,6267,5834,6415,6243,6677,7176,7459,8326,8536,9466,8764,10247,9592,10615,12673,11682,11449,12134,11938,12041,12287,11785,13753,14462,14549,15107,14879,16050,16127,15622,17557,18233,19659,21117,21179,23582,25321,24433,23598,
North America,NAC,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,,,,,,,,,,,,,,,,,,,,,3229,3365,3505,3697,4475,4832,4915,5516,5626,6232,5205,5173,5571,5035,5827,6763,6646,7635,7705,8360,9422,9193,10544,11839,13556,15128,15473,16771,16937,14453,16644,17461,18502,20263,19966,23236,26269,28169,30357,
North America,NAC,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,27628.29512,,,,,25866.63259,,,,,24418.98677,,,,,23232.85573,,,,,22073.28922,,,,,21091.36258,,,,,19895.72897,,,,,18733.29182,,,,,17768.84545,,,,,16963.95326,,,,,16259.8622,,16019.27033,,,,,
North America,NAC,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,,,5668,,,,,5668,,,,,5668,,,,,5668,,,,,5668,,,,,5668,,,,,5668,,,,,5668,,,,,5668,,,,,5668,,,,,5668,,5668,,,,,
North America,NAC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,NAC,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4192.355536,4310.905022,4556.777414,4806.667435,5107.549689,5388.740122,5754.039555,6050.596922,6539.548431,7057.870857,7399.198678,7675.057614,8241.735458,8733.31576,8676.856737,8710.565602,9173.396945,9576.916786,9823.794984,9964.994139,10148.83304,10295.15536,9880.612557,10105.63611,10680.14793,10849.50957,10908.62127,11370.19803,11801.10282,12022.75346,12158.08911,12537.98594,12428.19636,12664.91452,12845.61964,13043.53455,13225.9472,13261.85849,13478.08616,13615.61689,14001.20834,13419.03199,13656.44242,13691.15509,13769.83134,14023.67911,13871.14348,13955.28481,13930.9151,13164.35199,13580.63604,13484.1291,13200.57544,13278.5412,13253.81802,,,,,
North America,NAC,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,5.736973836,5.642534588,5.266916042,5.219647926,5.364035987,5.750220753,6.415622308,6.919917604,7.53536258,9.080138694,11.0832831,12.55536977,14.25265973,15.42765224,14.82198994,13.95828511,14.58869831,15.53567116,15.25955216,12.48189699,9.886867759,8.173598622,6.07309983,5.711584067,4.479889485,3.69846869,4.898209653,4.256813206,5.086124119,5.3313621,3.990754938,3.750727507,3.219580143,3.537713971,3.24084376,2.339352275,2.459324828,2.771035745,3.696876687,3.319402938,2.796234523,3.30550099,2.59273273,3.413480137,3.416845368,3.207569793,1.839958104,1.829084376,1.366909299,1.27723875,1.127055232,0.9289641101,0.8146805633,0.900636196,0.9656014089,0.9453849008,,,,
North America,NAC,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0.06047767977,0.1891340688,0.2372519902,0.3219077742,0.3159054757,0.3192284938,0.4424491816,0.5360819036,0.9015043162,0.8953254508,1.328157744,2.326997203,3.099123353,4.668831219,6.0641415,8.565419532,9.026069826,11.43684156,12.18527749,11.2404758,10.85781242,11.63433408,12.22619452,12.59254485,13.3119477,15.15923453,16.40584432,17.41455256,19.06076011,17.66466482,18.5695415,19.50421332,19.42121155,18.87545051,19.62355053,19.69948927,19.11925042,17.63069845,17.9859904,18.97633582,18.78753724,19.62068341,19.00927649,18.5680905,19.0258287,18.45572599,18.70130709,18.77253124,18.76280974,19.26483814,18.74035249,18.42850982,18.24957379,18.67884593,18.80538658,18.80566446,,,,
North America,NAC,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,18.89916576,19.36605241,19.65929181,20.11276126,20.3223764,19.23784186,20.02557457,19.94782828,20.95640345,21.01699913,22.10675793,21.13949158,19.61330811,17.03820921,15.85963004,14.68918647,13.48067773,13.27563907,12.65962487,13.35952434,13.55036002,13.38601899,12.13878603,10.56921034,10.8071815,10.3560238,8.772668019,9.265300819,8.318018511,10.64412364,10.61518516,10.91247254,11.60259658,11.62447052,12.65910243,13.34982922,11.76363752,12.39390138,13.37762909,13.67929491,14.41166967,15.70683445,16.1196254,15.13586385,16.12443645,16.81588892,18.1548902,19.3254647,19.1547933,20.82488432,21.56855432,22.2943733,27.08174335,24.69810389,24.56215639,28.96922116,,,,
North America,NAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,9.027188485,8.845312986,8.585019602,8.648188053,8.61038232,8.861329721,9.249208141,8.829332129,8.807678091,8.334092723,8.624126829,8.462180548,8.743603486,8.44752392,8.35432983,8.926030486,9.073314459,8.540564029,8.928764145,8.633416618,8.758879354,7.377265442,8.135068799,8.303668,6.943568918,7.13400287,6.625888536,5.466642394,5.444575906,9.680852941,8.977126366,7.037637467,7.232813735,7.375198062,6.921891262,7.002998024,7.002577783,6.058170153,6.121613237,5.916880157,5.967745522,4.828127826,6.460601134,5.725173663,6.395145689,6.55986989,6.516118482,6.339613361,6.007321634,6.571756467,6.306417687,6.35766137,6.571058586,6.292920202,6.286488615,,,,,
