"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2005","2005",14.02,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2006","2006",15.82,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2007","2007",18.49,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2008","2008",21.3,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2009","2009",23.54,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2010","2010",27.4,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2011","2011",29.08,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2012","2012",32.73,"E","Estimated value"
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2013","2013",37.4,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2014","2014",37.39,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2015","2015",37.48,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2016","2016",38.93,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2017","2017",39.55,,
"IPINSCAH","Computed Tomography scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2018","2018",39.61,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2000","2000",0,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2001","2001",0,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2002","2002",0,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2003","2003",0,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2004","2004",0,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2005","2005",0,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2006","2006",0,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2007","2007",0,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2008","2008",0.18,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2009","2009",0.18,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2010","2010",0.18,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2011","2011",0.18,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2012","2012",0.36,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2013","2013",0.36,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2014","2014",0.35,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2015","2015",0.18,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2016","2016",0.17,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2017","2017",0.17,,
"IPINSCAA","Computed Tomography scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2018","2018",0.17,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","DNK","Denmark","2000","2000",5.43,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","DNK","Denmark","2002","2002",8.56,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","DNK","Denmark","2003","2003",9.09,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","DNK","Denmark","2004","2004",10.18,,
"IPINMRIM","Magnetic Resonance Imaging units, total","NBMILPNB","Per million population","DNK","Denmark","2009","2009",15.39,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2000","2000",5.43,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2002","2002",8.56,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2003","2003",9.09,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2004","2004",10.18,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2009","2009",15.39,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2000","2000",0,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2001","2001",0,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2002","2002",0,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2003","2003",0,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2004","2004",0,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2009","2009",0,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2004","2004",1.85,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2005","2005",4.06,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2006","2006",4.05,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2007","2007",3.85,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2008","2008",4.55,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2009","2009",5.61,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2011","2011",5.03,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2013","2013",6.06,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2014","2014",6.02,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2015","2015",6.33,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2016","2016",7.33,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2017","2017",7.29,,
"IPINPETS","Positron Emission Tomography (PET) scanners, total","NBMILPNB","Per million population","DNK","Denmark","2018","2018",7.61,"P","Provisional value"
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2004","2004",1.85,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2005","2005",4.06,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2006","2006",4.05,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2007","2007",3.85,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2008","2008",4.55,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2009","2009",5.61,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2011","2011",5.03,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2013","2013",6.06,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2014","2014",6.02,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2015","2015",6.33,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2016","2016",7.33,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2017","2017",7.29,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2018","2018",7.61,"P","Provisional value"
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2000","2000",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2001","2001",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2002","2002",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2003","2003",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2004","2004",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2005","2005",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2006","2006",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2007","2007",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2008","2008",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2009","2009",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2013","2013",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2016","2016",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2017","2017",0,,
"IPINPETA","Positron Emission Tomography (PET) scanners, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2018","2018",0,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2004","2004",16.28,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2005","2005",14.95,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2006","2006",14.71,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2007","2007",15.93,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2008","2008",16.56,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2009","2009",16.66,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2011","2011",17.41,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2013","2013",16.74,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2014","2014",16.48,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2015","2015",16.54,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2016","2016",16.41,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2017","2017",16.31,,
"IPINGAMA","Gamma cameras, total","NBMILPNB","Per million population","DNK","Denmark","2018","2018",16.61,"P","Provisional value"
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2004","2004",16.28,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2005","2005",14.95,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2006","2006",14.71,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2007","2007",15.93,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2008","2008",16.56,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2009","2009",16.66,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2011","2011",17.41,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2013","2013",16.74,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2014","2014",16.48,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2015","2015",16.54,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2016","2016",16.41,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2017","2017",16.31,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2018","2018",16.61,"P","Provisional value"
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2000","2000",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2001","2001",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2002","2002",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2003","2003",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2004","2004",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2005","2005",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2006","2006",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2007","2007",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2008","2008",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2009","2009",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2013","2013",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2016","2016",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2017","2017",0,,
"IPINGACA","Gamma cameras, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2018","2018",0,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2005","2005",9.96,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2006","2006",10.48,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2007","2007",10.8,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2008","2008",14.38,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2009","2009",17.02,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2010","2010",19.29,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2011","2011",18.49,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2013","2013",16.56,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2014","2014",16.48,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2015","2015",16.54,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2016","2016",16.06,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2017","2017",15.96,,
"IPINMAMO","Mammographs, total","NBMILPNB","Per million population","DNK","Denmark","2018","2018",16.43,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2005","2005",7.57,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2006","2006",7.91,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2007","2007",8.24,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2008","2008",11.65,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2009","2009",14.12,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2010","2010",16.4,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2011","2011",15.08,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2013","2013",14.25,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2014","2014",14.18,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2015","2015",14.43,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2016","2016",15.36,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2017","2017",15.26,,
"IPINMAMH","Mammographs, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2018","2018",15.22,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2005","2005",2.4,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2006","2006",2.57,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2007","2007",2.56,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2008","2008",2.73,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2009","2009",2.9,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2010","2010",2.88,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2011","2011",3.41,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2013","2013",2.32,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2014","2014",2.3,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2015","2015",2.11,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2016","2016",0.7,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2017","2017",0.69,,
"IPINMAMA","Mammographs, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2018","2018",1.21,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2000","2000",5.43,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2001","2001",5.41,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2002","2002",5.95,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2003","2003",6.31,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2004","2004",5.92,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2005","2005",6.64,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2006","2006",7.72,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2007","2007",7.87,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2008","2008",11.65,"B","Break"
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2009","2009",12.67,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2010","2010",12.62,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2011","2011",12.93,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2013","2013",13.36,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2014","2014",13.29,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2015","2015",13.72,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2016","2016",13.44,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2017","2017",12.66,,
"IPINRTEQ","Radiation therapy equipment, total","NBMILPNB","Per million population","DNK","Denmark","2018","2018",12.11,"P","Provisional value"
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2000","2000",5.43,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2001","2001",5.41,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2002","2002",5.95,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2003","2003",6.31,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2004","2004",5.92,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2005","2005",6.64,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2006","2006",7.72,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2007","2007",7.87,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2008","2008",11.65,"B","Break"
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2009","2009",12.67,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2010","2010",12.62,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2011","2011",12.93,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2013","2013",13.36,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2014","2014",13.29,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2015","2015",13.72,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2016","2016",13.44,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2017","2017",12.66,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DNK","Denmark","2018","2018",12.11,"P","Provisional value"
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2000","2000",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2001","2001",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2002","2002",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2003","2003",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2004","2004",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2005","2005",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2006","2006",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2007","2007",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2008","2008",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2009","2009",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2010","2010",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2013","2013",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2015","2015",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2016","2016",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2017","2017",0,,
"IPINRTEA","Radiation therapy equipment, in ambulatory sector","NBMILPNB","Per million population","DNK","Denmark","2018","2018",0,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2000","2000",13.52,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2001","2001",13.69,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2002","2002",13.27,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2003","2003",14,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2004","2004",14.15,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2005","2005",14.68,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2006","2006",14.81,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2007","2007",16.45,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2009","2009",20.42,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2010","2010",21.07,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2011","2011",21.34,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2012","2012",21.8,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2013","2013",21.7,,
"IPINSCAN","Computed Tomography scanners, total","NBMILPNB","Per million population","FIN","Finland","2014","2014",21.42,,
