Country,Variable,Year,Value
Chile,"Mammographs, in hospitals",2013,112.0
Chile,"Mammographs, in ambulatory sector",2011,137.0
Chile,"Mammographs, in ambulatory sector",2012,142.0
Chile,"Mammographs, in ambulatory sector",2013,142.0
Chile,"Radiation therapy equipment, total",2011,29.0
Chile,"Radiation therapy equipment, total",2012,29.0
Chile,"Radiation therapy equipment, total",2013,34.0
Chile,"Radiation therapy equipment, total",2014,41.0
Chile,"Radiation therapy equipment, in hospitals",2011,16.0
Chile,"Radiation therapy equipment, in hospitals",2012,16.0
Chile,"Radiation therapy equipment, in hospitals",2013,24.0
Chile,"Radiation therapy equipment, in ambulatory sector",2011,13.0
Chile,"Radiation therapy equipment, in ambulatory sector",2012,13.0
Chile,"Radiation therapy equipment, in ambulatory sector",2013,10.0
Estonia,"Computed Tomography scanners, total",2005,10.0
Estonia,"Computed Tomography scanners, total",2006,10.0
Estonia,"Computed Tomography scanners, total",2007,15.0
Estonia,"Computed Tomography scanners, total",2008,20.0
Estonia,"Computed Tomography scanners, total",2009,20.0
Estonia,"Computed Tomography scanners, total",2010,21.0
Estonia,"Computed Tomography scanners, total",2011,22.0
Estonia,"Computed Tomography scanners, total",2012,23.0
Estonia,"Computed Tomography scanners, total",2013,25.0
Estonia,"Computed Tomography scanners, total",2014,26.0
Estonia,"Computed Tomography scanners, total",2015,22.0
Estonia,"Computed Tomography scanners, total",2016,23.0
Estonia,"Computed Tomography scanners, total",2017,24.0
Estonia,"Computed Tomography scanners, in hospitals",2005,10.0
Estonia,"Computed Tomography scanners, in hospitals",2006,9.0
Estonia,"Computed Tomography scanners, in hospitals",2007,14.0
Estonia,"Computed Tomography scanners, in hospitals",2008,18.0
Estonia,"Computed Tomography scanners, in hospitals",2009,18.0
Estonia,"Computed Tomography scanners, in hospitals",2010,19.0
Estonia,"Computed Tomography scanners, in hospitals",2011,21.0
Estonia,"Computed Tomography scanners, in hospitals",2012,22.0
Estonia,"Computed Tomography scanners, in hospitals",2013,24.0
Estonia,"Computed Tomography scanners, in hospitals",2014,25.0
Estonia,"Computed Tomography scanners, in hospitals",2015,21.0
Estonia,"Computed Tomography scanners, in hospitals",2016,21.0
Estonia,"Computed Tomography scanners, in hospitals",2017,21.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2005,0.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2006,1.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2007,1.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2008,2.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2009,2.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2010,2.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2011,1.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2012,1.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2013,1.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2014,1.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2015,1.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2016,2.0
Estonia,"Computed Tomography scanners, in ambulatory sector",2017,3.0
Estonia,"Magnetic Resonance Imaging units, total",2005,3.0
Estonia,"Magnetic Resonance Imaging units, total",2006,5.0
Estonia,"Magnetic Resonance Imaging units, total",2007,7.0
Estonia,"Magnetic Resonance Imaging units, total",2008,11.0
Estonia,"Magnetic Resonance Imaging units, total",2009,10.0
Estonia,"Magnetic Resonance Imaging units, total",2010,11.0
Estonia,"Magnetic Resonance Imaging units, total",2011,13.0
Estonia,"Magnetic Resonance Imaging units, total",2012,13.0
Estonia,"Magnetic Resonance Imaging units, total",2013,15.0
Estonia,"Magnetic Resonance Imaging units, total",2014,15.0
Estonia,"Magnetic Resonance Imaging units, total",2015,16.0
Estonia,"Magnetic Resonance Imaging units, total",2016,18.0
Estonia,"Magnetic Resonance Imaging units, total",2017,18.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2005,3.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2006,2.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2007,3.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2008,3.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2009,3.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2010,5.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2011,9.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2012,9.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2013,11.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2014,11.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2015,12.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2016,14.0
Estonia,"Magnetic Resonance Imaging units, in hospitals",2017,15.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2005,0.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2006,3.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2007,4.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2008,8.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2009,7.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2010,6.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2011,4.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2012,4.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2013,4.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2014,4.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2015,4.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2016,4.0
Estonia,"Magnetic Resonance Imaging units, in ambulatory sector",2017,3.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2005,0.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2006,1.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2007,2.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2008,2.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2009,2.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2010,2.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2011,3.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2012,3.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2013,3.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2014,3.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2015,3.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2016,3.0
Estonia,"Positron Emission Tomography (PET) scanners, total",2017,3.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2005,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2006,1.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2007,2.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2008,2.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2009,2.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2010,2.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2011,3.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2012,3.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2013,3.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2014,3.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2015,3.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2016,3.0
Estonia,"Positron Emission Tomography (PET) scanners, in hospitals",2017,3.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2005,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2006,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2007,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2008,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2009,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2010,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2011,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2012,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2013,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2014,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2015,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2016,0.0
Estonia,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2017,0.0
Estonia,"Gamma cameras, total",2005,2.0
Estonia,"Gamma cameras, total",2006,3.0
Estonia,"Gamma cameras, total",2007,3.0
Estonia,"Gamma cameras, total",2008,3.0
Estonia,"Gamma cameras, total",2009,3.0
Estonia,"Gamma cameras, total",2010,3.0
Estonia,"Gamma cameras, total",2011,3.0
Estonia,"Gamma cameras, total",2012,3.0
Estonia,"Gamma cameras, total",2013,3.0
Estonia,"Gamma cameras, total",2014,3.0
Estonia,"Gamma cameras, total",2015,3.0
Estonia,"Gamma cameras, total",2016,3.0
Estonia,"Gamma cameras, total",2017,3.0
Estonia,"Gamma cameras, in hospitals",2005,2.0
Estonia,"Gamma cameras, in hospitals",2006,3.0
Estonia,"Gamma cameras, in hospitals",2007,3.0
Estonia,"Gamma cameras, in hospitals",2008,3.0
Estonia,"Gamma cameras, in hospitals",2009,3.0
Estonia,"Gamma cameras, in hospitals",2010,3.0
Estonia,"Gamma cameras, in hospitals",2011,3.0
Estonia,"Gamma cameras, in hospitals",2012,3.0
Estonia,"Gamma cameras, in hospitals",2013,3.0
Estonia,"Gamma cameras, in hospitals",2014,3.0
Estonia,"Gamma cameras, in hospitals",2015,3.0
Estonia,"Gamma cameras, in hospitals",2016,3.0
Estonia,"Gamma cameras, in hospitals",2017,3.0
Estonia,"Gamma cameras, in ambulatory sector",2005,0.0
Estonia,"Gamma cameras, in ambulatory sector",2006,0.0
Estonia,"Gamma cameras, in ambulatory sector",2007,0.0
Estonia,"Gamma cameras, in ambulatory sector",2008,0.0
Estonia,"Gamma cameras, in ambulatory sector",2009,0.0
Estonia,"Gamma cameras, in ambulatory sector",2010,0.0
Estonia,"Gamma cameras, in ambulatory sector",2011,0.0
Estonia,"Gamma cameras, in ambulatory sector",2012,0.0
Estonia,"Gamma cameras, in ambulatory sector",2013,0.0
Estonia,"Gamma cameras, in ambulatory sector",2014,0.0
Estonia,"Gamma cameras, in ambulatory sector",2015,0.0
Estonia,"Gamma cameras, in ambulatory sector",2016,0.0
Estonia,"Gamma cameras, in ambulatory sector",2017,0.0
Estonia,"Mammographs, total",2013,13.0
Estonia,"Mammographs, total",2014,13.0
Estonia,"Mammographs, total",2015,14.0
Estonia,"Mammographs, total",2016,15.0
Estonia,"Mammographs, total",2017,16.0
Estonia,"Mammographs, in hospitals",2013,11.0
Estonia,"Mammographs, in hospitals",2014,10.0
Estonia,"Mammographs, in hospitals",2015,11.0
Estonia,"Mammographs, in hospitals",2016,12.0
Estonia,"Mammographs, in hospitals",2017,12.0
Estonia,"Mammographs, in ambulatory sector",2013,2.0
Estonia,"Mammographs, in ambulatory sector",2014,3.0
Estonia,"Mammographs, in ambulatory sector",2015,3.0
Estonia,"Mammographs, in ambulatory sector",2016,3.0
Estonia,"Mammographs, in ambulatory sector",2017,4.0
Estonia,"Radiation therapy equipment, total",2005,2.0
Estonia,"Radiation therapy equipment, total",2006,2.0
Estonia,"Radiation therapy equipment, total",2007,4.0
Estonia,"Radiation therapy equipment, total",2008,3.0
Estonia,"Radiation therapy equipment, total",2009,3.0
Estonia,"Radiation therapy equipment, total",2010,4.0
Estonia,"Radiation therapy equipment, total",2011,4.0
Estonia,"Radiation therapy equipment, total",2012,5.0
Estonia,"Radiation therapy equipment, total",2013,5.0
Estonia,"Radiation therapy equipment, total",2014,5.0
Estonia,"Radiation therapy equipment, total",2015,5.0
Estonia,"Radiation therapy equipment, total",2016,7.0
Estonia,"Radiation therapy equipment, total",2017,7.0
Estonia,"Radiation therapy equipment, in hospitals",2005,2.0
Estonia,"Radiation therapy equipment, in hospitals",2006,2.0
Estonia,"Radiation therapy equipment, in hospitals",2007,4.0
Estonia,"Radiation therapy equipment, in hospitals",2008,3.0
Estonia,"Radiation therapy equipment, in hospitals",2009,3.0
Estonia,"Radiation therapy equipment, in hospitals",2010,4.0
Estonia,"Radiation therapy equipment, in hospitals",2011,4.0
Estonia,"Radiation therapy equipment, in hospitals",2012,5.0
Estonia,"Radiation therapy equipment, in hospitals",2013,5.0
Estonia,"Radiation therapy equipment, in hospitals",2014,5.0
Estonia,"Radiation therapy equipment, in hospitals",2015,5.0
Estonia,"Radiation therapy equipment, in hospitals",2016,7.0
Estonia,"Radiation therapy equipment, in hospitals",2017,7.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2005,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2006,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2007,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2008,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2009,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2010,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2011,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2012,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2013,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2014,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2015,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2016,0.0
Estonia,"Radiation therapy equipment, in ambulatory sector",2017,0.0
Israel,"Computed Tomography scanners, total",2000,35.0
Israel,"Computed Tomography scanners, total",2001,41.0
Israel,"Computed Tomography scanners, total",2002,41.0
Israel,"Computed Tomography scanners, total",2003,39.0
Israel,"Computed Tomography scanners, total",2004,43.0
Israel,"Computed Tomography scanners, total",2005,45.0
Israel,"Computed Tomography scanners, total",2006,45.0
Israel,"Computed Tomography scanners, total",2007,57.0
Israel,"Computed Tomography scanners, total",2008,60.0
Israel,"Computed Tomography scanners, total",2009,65.0
Israel,"Computed Tomography scanners, total",2010,67.0
Israel,"Computed Tomography scanners, total",2011,68.0
Israel,"Computed Tomography scanners, total",2012,71.0
Israel,"Computed Tomography scanners, total",2013,72.0
Israel,"Computed Tomography scanners, total",2014,78.0
Israel,"Computed Tomography scanners, total",2015,81.0
Israel,"Computed Tomography scanners, total",2016,82.0
Israel,"Computed Tomography scanners, total",2017,83.0
Israel,"Computed Tomography scanners, total",2018,86.0
Israel,"Computed Tomography scanners, in hospitals",2000,30.0
Israel,"Computed Tomography scanners, in hospitals",2001,35.0
Israel,"Computed Tomography scanners, in hospitals",2002,35.0
Israel,"Computed Tomography scanners, in hospitals",2003,33.0
Israel,"Computed Tomography scanners, in hospitals",2004,37.0
Israel,"Computed Tomography scanners, in hospitals",2005,39.0
Israel,"Computed Tomography scanners, in hospitals",2006,39.0
Israel,"Computed Tomography scanners, in hospitals",2007,51.0
Israel,"Computed Tomography scanners, in hospitals",2008,54.0
Israel,"Computed Tomography scanners, in hospitals",2009,58.0
Israel,"Computed Tomography scanners, in hospitals",2010,60.0
Israel,"Computed Tomography scanners, in hospitals",2011,60.0
Israel,"Computed Tomography scanners, in hospitals",2012,63.0
Israel,"Computed Tomography scanners, in hospitals",2013,64.0
Israel,"Computed Tomography scanners, in hospitals",2014,69.0
Israel,"Computed Tomography scanners, in hospitals",2015,72.0
Israel,"Computed Tomography scanners, in hospitals",2016,73.0
Israel,"Computed Tomography scanners, in hospitals",2017,74.0
Israel,"Computed Tomography scanners, in hospitals",2018,77.0
Israel,"Computed Tomography scanners, in ambulatory sector",2000,5.0
Israel,"Computed Tomography scanners, in ambulatory sector",2001,6.0
Israel,"Computed Tomography scanners, in ambulatory sector",2002,6.0
Israel,"Computed Tomography scanners, in ambulatory sector",2003,6.0
Israel,"Computed Tomography scanners, in ambulatory sector",2004,6.0
Israel,"Computed Tomography scanners, in ambulatory sector",2005,6.0
Israel,"Computed Tomography scanners, in ambulatory sector",2006,6.0
Israel,"Computed Tomography scanners, in ambulatory sector",2007,6.0
Israel,"Computed Tomography scanners, in ambulatory sector",2008,6.0
Israel,"Computed Tomography scanners, in ambulatory sector",2009,7.0
Israel,"Computed Tomography scanners, in ambulatory sector",2010,7.0
Israel,"Computed Tomography scanners, in ambulatory sector",2011,8.0
Israel,"Computed Tomography scanners, in ambulatory sector",2012,8.0
Israel,"Computed Tomography scanners, in ambulatory sector",2013,8.0
Israel,"Computed Tomography scanners, in ambulatory sector",2014,9.0
Israel,"Computed Tomography scanners, in ambulatory sector",2015,9.0
Israel,"Computed Tomography scanners, in ambulatory sector",2016,9.0
Israel,"Computed Tomography scanners, in ambulatory sector",2017,9.0
Israel,"Computed Tomography scanners, in ambulatory sector",2018,9.0
Israel,"Magnetic Resonance Imaging units, total",2000,9.0
Israel,"Magnetic Resonance Imaging units, total",2001,9.0
Israel,"Magnetic Resonance Imaging units, total",2002,9.0
Israel,"Magnetic Resonance Imaging units, total",2003,11.0
Israel,"Magnetic Resonance Imaging units, total",2004,11.0
Israel,"Magnetic Resonance Imaging units, total",2005,12.0
Israel,"Magnetic Resonance Imaging units, total",2006,13.0
Israel,"Magnetic Resonance Imaging units, total",2007,16.0
Israel,"Magnetic Resonance Imaging units, total",2008,17.0
Israel,"Magnetic Resonance Imaging units, total",2009,17.0
Israel,"Magnetic Resonance Imaging units, total",2010,17.0
Israel,"Magnetic Resonance Imaging units, total",2011,21.0
Israel,"Magnetic Resonance Imaging units, total",2012,26.0
Israel,"Magnetic Resonance Imaging units, total",2013,28.0
Israel,"Magnetic Resonance Imaging units, total",2014,33.0
Israel,"Magnetic Resonance Imaging units, total",2015,34.0
Israel,"Magnetic Resonance Imaging units, total",2016,42.0
Israel,"Magnetic Resonance Imaging units, total",2017,45.0
Israel,"Magnetic Resonance Imaging units, total",2018,46.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2000,9.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2001,9.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2002,9.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2003,11.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2004,11.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2005,12.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2006,12.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2007,15.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2008,16.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2009,16.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2010,16.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2011,20.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2012,25.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2013,26.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2014,29.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2015,30.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2016,38.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2017,41.0
Israel,"Magnetic Resonance Imaging units, in hospitals",2018,42.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2000,0.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2001,0.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2002,0.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2003,0.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2004,0.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2005,0.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2006,1.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2007,1.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2008,1.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2009,1.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2010,1.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2011,1.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2012,1.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2013,2.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2014,4.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2015,4.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2016,4.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2017,4.0
Israel,"Magnetic Resonance Imaging units, in ambulatory sector",2018,4.0
Israel,"Positron Emission Tomography (PET) scanners, total",2000,1.0
Israel,"Positron Emission Tomography (PET) scanners, total",2001,1.0
Israel,"Positron Emission Tomography (PET) scanners, total",2002,2.0
Israel,"Positron Emission Tomography (PET) scanners, total",2003,2.0
Israel,"Positron Emission Tomography (PET) scanners, total",2004,1.0
Israel,"Positron Emission Tomography (PET) scanners, total",2005,1.0
Israel,"Positron Emission Tomography (PET) scanners, total",2006,1.0
Israel,"Positron Emission Tomography (PET) scanners, total",2007,6.0
Israel,"Positron Emission Tomography (PET) scanners, total",2008,6.0
Israel,"Positron Emission Tomography (PET) scanners, total",2009,6.0
Israel,"Positron Emission Tomography (PET) scanners, total",2010,8.0
Israel,"Positron Emission Tomography (PET) scanners, total",2011,8.0
Israel,"Positron Emission Tomography (PET) scanners, total",2012,8.0
Israel,"Positron Emission Tomography (PET) scanners, total",2013,11.0
Israel,"Positron Emission Tomography (PET) scanners, total",2014,11.0
Israel,"Positron Emission Tomography (PET) scanners, total",2015,11.0
Israel,"Positron Emission Tomography (PET) scanners, total",2016,11.0
Israel,"Positron Emission Tomography (PET) scanners, total",2017,11.0
Israel,"Positron Emission Tomography (PET) scanners, total",2018,12.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2000,1.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2001,1.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2002,2.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2003,2.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2004,1.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2005,1.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2006,1.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2007,6.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2008,6.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2009,6.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2010,8.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2011,8.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2012,8.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2013,11.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2014,11.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2015,11.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2016,11.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2017,11.0
Israel,"Positron Emission Tomography (PET) scanners, in hospitals",2018,12.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2000,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2001,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2002,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2003,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2004,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2005,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2006,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2007,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2008,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2009,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2010,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2011,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2012,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2013,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2014,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2015,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2016,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2017,0.0
Israel,"Positron Emission Tomography (PET) scanners, in ambulatory sector",2018,0.0
Israel,"Gamma cameras, total",2000,71.0
Israel,"Gamma cameras, total",2001,71.0
Israel,"Gamma cameras, total",2002,72.0
Israel,"Gamma cameras, total",2003,73.0
Israel,"Gamma cameras, total",2004,73.0
Israel,"Gamma cameras, total",2005,74.0
Israel,"Gamma cameras, total",2006,72.0
Israel,"Gamma cameras, total",2007,77.0
Israel,"Gamma cameras, total",2008,80.0
Israel,"Gamma cameras, total",2009,81.0
Israel,"Gamma cameras, total",2010,80.0
Israel,"Gamma cameras, total",2011,81.0
Israel,"Gamma cameras, total",2012,80.0
Israel,"Gamma cameras, total",2013,80.0
Israel,"Gamma cameras, total",2014,83.0
Israel,"Gamma cameras, total",2015,84.0
Israel,"Gamma cameras, total",2016,85.0
Israel,"Gamma cameras, total",2017,84.0
Israel,"Gamma cameras, total",2018,82.0
Israel,"Gamma cameras, in hospitals",2000,59.0
Israel,"Gamma cameras, in hospitals",2001,59.0
Israel,"Gamma cameras, in hospitals",2002,59.0
Israel,"Gamma cameras, in hospitals",2003,59.0
Israel,"Gamma cameras, in hospitals",2004,59.0
Israel,"Gamma cameras, in hospitals",2005,58.0
Israel,"Gamma cameras, in hospitals",2006,57.0
Israel,"Gamma cameras, in hospitals",2007,59.0
Israel,"Gamma cameras, in hospitals",2008,62.0
Israel,"Gamma cameras, in hospitals",2009,63.0
Israel,"Gamma cameras, in hospitals",2010,65.0
Israel,"Gamma cameras, in hospitals",2011,65.0
Israel,"Gamma cameras, in hospitals",2012,64.0
Israel,"Gamma cameras, in hospitals",2013,63.0
Israel,"Gamma cameras, in hospitals",2014,66.0
Israel,"Gamma cameras, in hospitals",2015,68.0
Israel,"Gamma cameras, in hospitals",2016,69.0
Israel,"Gamma cameras, in hospitals",2017,68.0
Israel,"Gamma cameras, in hospitals",2018,66.0
Israel,"Gamma cameras, in ambulatory sector",2000,12.0
Israel,"Gamma cameras, in ambulatory sector",2001,12.0
Israel,"Gamma cameras, in ambulatory sector",2002,13.0
Israel,"Gamma cameras, in ambulatory sector",2003,14.0
Israel,"Gamma cameras, in ambulatory sector",2004,14.0
Israel,"Gamma cameras, in ambulatory sector",2005,16.0
Israel,"Gamma cameras, in ambulatory sector",2006,15.0
Israel,"Gamma cameras, in ambulatory sector",2007,18.0
Israel,"Gamma cameras, in ambulatory sector",2008,18.0
Israel,"Gamma cameras, in ambulatory sector",2009,18.0
Israel,"Gamma cameras, in ambulatory sector",2010,15.0
Israel,"Gamma cameras, in ambulatory sector",2011,16.0
Israel,"Gamma cameras, in ambulatory sector",2012,16.0
Israel,"Gamma cameras, in ambulatory sector",2013,17.0
Israel,"Gamma cameras, in ambulatory sector",2014,17.0
Israel,"Gamma cameras, in ambulatory sector",2015,16.0
Israel,"Gamma cameras, in ambulatory sector",2016,16.0
Israel,"Gamma cameras, in ambulatory sector",2017,16.0
Israel,"Gamma cameras, in ambulatory sector",2018,16.0
Israel,"Radiation therapy equipment, total",2000,21.0
Israel,"Radiation therapy equipment, total",2001,22.0
Israel,"Radiation therapy equipment, total",2002,22.0
Israel,"Radiation therapy equipment, total",2003,23.0
Israel,"Radiation therapy equipment, total",2004,22.0
