Country,Variable,Year,Value
Austria,For-profit privately owned hospitals,2005,7.54
Austria,For-profit privately owned hospitals,2006,7.86
Austria,For-profit privately owned hospitals,2007,8.2
Austria,For-profit privately owned hospitals,2008,8.05
Austria,For-profit privately owned hospitals,2009,8.03
Austria,For-profit privately owned hospitals,2010,8.25
Austria,For-profit privately owned hospitals,2011,8.82
Austria,For-profit privately owned hospitals,2012,9.49
Austria,For-profit privately owned hospitals,2013,9.55
Austria,For-profit privately owned hospitals,2014,9.71
Austria,For-profit privately owned hospitals,2015,9.6
Austria,For-profit privately owned hospitals,2016,9.61
Austria,For-profit privately owned hospitals,2017,9.66
Belgium,Hospitals,2000,21.95
Belgium,Hospitals,2001,21.48
Belgium,Hospitals,2002,21.1
Belgium,Hospitals,2003,20.82
Belgium,Hospitals,2004,20.54
Belgium,Hospitals,2005,20.42
Belgium,Hospitals,2006,20.0
Belgium,Hospitals,2007,19.58
Belgium,Hospitals,2008,19.14
Belgium,Hospitals,2009,18.52
Belgium,Hospitals,2010,17.9
Belgium,Hospitals,2011,17.67
Belgium,Hospitals,2012,17.47
Belgium,Hospitals,2013,17.03
Belgium,Hospitals,2014,16.06
Belgium,Hospitals,2015,15.88
Belgium,Hospitals,2016,15.62
Belgium,Hospitals,2017,15.38
Belgium,Hospitals,2018,15.27
Belgium,General hospitals,2000,15.41
Belgium,General hospitals,2001,15.26
Belgium,General hospitals,2002,14.71
Belgium,General hospitals,2003,14.36
Belgium,General hospitals,2004,14.01
Belgium,General hospitals,2005,14.03
Belgium,General hospitals,2006,13.84
Belgium,General hospitals,2007,13.36
Belgium,General hospitals,2008,13.17
Belgium,General hospitals,2009,12.6
Belgium,General hospitals,2010,12.02
Belgium,General hospitals,2011,11.6
Belgium,General hospitals,2012,11.52
Belgium,General hospitals,2013,11.38
Belgium,General hospitals,2014,11.06
Belgium,General hospitals,2015,10.29
Belgium,General hospitals,2016,10.15
Belgium,General hospitals,2017,10.11
Belgium,General hospitals,2018,10.0
Belgium,Publicly owned hospitals,2000,6.63
Belgium,Publicly owned hospitals,2001,6.61
Belgium,Publicly owned hospitals,2002,6.29
Belgium,Publicly owned hospitals,2003,6.07
Belgium,Publicly owned hospitals,2004,5.66
Belgium,Publicly owned hospitals,2005,5.44
Belgium,Publicly owned hospitals,2006,5.21
Belgium,Publicly owned hospitals,2007,4.89
Belgium,Publicly owned hospitals,2008,4.76
Belgium,Publicly owned hospitals,2009,4.54
Belgium,Publicly owned hospitals,2010,4.22
Belgium,Publicly owned hospitals,2011,4.17
Belgium,Publicly owned hospitals,2012,4.05
Belgium,Publicly owned hospitals,2013,3.94
Belgium,Publicly owned hospitals,2014,3.66
Belgium,Publicly owned hospitals,2015,3.55
Belgium,Publicly owned hospitals,2016,3.53
Belgium,Publicly owned hospitals,2017,3.52
Belgium,Publicly owned hospitals,2018,3.51
Belgium,Not-for-profit privately owned hospitals,2000,15.32
Belgium,Not-for-profit privately owned hospitals,2001,14.87
Belgium,Not-for-profit privately owned hospitals,2002,14.81
Belgium,Not-for-profit privately owned hospitals,2003,14.75
Belgium,Not-for-profit privately owned hospitals,2004,14.87
Belgium,Not-for-profit privately owned hospitals,2005,14.98
Belgium,Not-for-profit privately owned hospitals,2006,14.79
Belgium,Not-for-profit privately owned hospitals,2007,14.68
Belgium,Not-for-profit privately owned hospitals,2008,14.38
Belgium,Not-for-profit privately owned hospitals,2009,13.99
Belgium,Not-for-profit privately owned hospitals,2010,13.68
Belgium,Not-for-profit privately owned hospitals,2011,13.5
Belgium,Not-for-profit privately owned hospitals,2012,13.42
Belgium,Not-for-profit privately owned hospitals,2013,13.08
Belgium,Not-for-profit privately owned hospitals,2014,12.4
Belgium,Not-for-profit privately owned hospitals,2015,12.33
Belgium,Not-for-profit privately owned hospitals,2016,12.09
Belgium,Not-for-profit privately owned hospitals,2017,11.87
Belgium,Not-for-profit privately owned hospitals,2018,11.76
Canada,Hospitals,2000,25.65
Canada,Hospitals,2001,24.63
Canada,Hospitals,2002,24.46
Canada,Hospitals,2003,23.89
Canada,Hospitals,2004,22.98
Canada,Hospitals,2005,22.86
Canada,Hospitals,2006,22.47
Canada,Hospitals,2007,22.2
Canada,Hospitals,2008,21.78
Canada,Hospitals,2009,21.53
Canada,Hospitals,2010,21.29
Canada,Hospitals,2011,21.11
Canada,Hospitals,2012,20.72
Canada,Hospitals,2013,20.54
Canada,Hospitals,2014,20.26
Canada,Hospitals,2015,20.07
Canada,Hospitals,2016,19.91
Canada,Hospitals,2017,19.67
Canada,General hospitals,2006,18.61
Canada,General hospitals,2007,17.97
Canada,General hospitals,2008,17.48
Canada,General hospitals,2009,17.46
Canada,General hospitals,2010,16.85
Canada,General hospitals,2011,17.01
Canada,General hospitals,2012,16.81
Canada,General hospitals,2013,16.67
Canada,General hospitals,2014,16.49
Canada,General hospitals,2015,16.35
Canada,General hospitals,2016,16.27
Canada,General hospitals,2017,16.05
Canada,Publicly owned hospitals,2006,22.26
Canada,Publicly owned hospitals,2007,21.98
Canada,Publicly owned hospitals,2008,21.57
Canada,Publicly owned hospitals,2009,21.32
Canada,Publicly owned hospitals,2010,21.08
Canada,Publicly owned hospitals,2011,20.91
Canada,Publicly owned hospitals,2012,20.52
Canada,Publicly owned hospitals,2013,20.34
Canada,Publicly owned hospitals,2014,20.06
Canada,Publicly owned hospitals,2015,19.87
Canada,Publicly owned hospitals,2016,19.72
Canada,Publicly owned hospitals,2017,19.48
Canada,For-profit privately owned hospitals,2006,0.21
Canada,For-profit privately owned hospitals,2007,0.21
Canada,For-profit privately owned hospitals,2008,0.21
Canada,For-profit privately owned hospitals,2009,0.21
Canada,For-profit privately owned hospitals,2010,0.21
Canada,For-profit privately owned hospitals,2011,0.2
Canada,For-profit privately owned hospitals,2012,0.2
Canada,For-profit privately owned hospitals,2013,0.2
Canada,For-profit privately owned hospitals,2014,0.2
Canada,For-profit privately owned hospitals,2015,0.2
Canada,For-profit privately owned hospitals,2016,0.19
Canada,For-profit privately owned hospitals,2017,0.19
Czech Republic,Hospitals,2005,25.66
Czech Republic,Hospitals,2006,25.1
Czech Republic,Hospitals,2007,24.76
Czech Republic,Hospitals,2008,24.46
Czech Republic,Hospitals,2009,24.51
Czech Republic,Hospitals,2010,24.35
Czech Republic,Hospitals,2011,24.29
Czech Republic,Hospitals,2012,23.98
Czech Republic,Hospitals,2013,24.06
Czech Republic,Hospitals,2014,24.42
Czech Republic,Hospitals,2015,24.27
Czech Republic,Hospitals,2016,24.61
Czech Republic,Hospitals,2017,24.35
Czech Republic,General hospitals,2005,16.55
Czech Republic,General hospitals,2006,16.02
Czech Republic,General hospitals,2007,16.02
Czech Republic,General hospitals,2008,15.79
Czech Republic,General hospitals,2009,15.8
Czech Republic,General hospitals,2010,15.28
Czech Republic,General hospitals,2011,14.86
Czech Republic,General hospitals,2012,14.84
Czech Republic,General hospitals,2013,14.84
Czech Republic,General hospitals,2014,14.73
Czech Republic,General hospitals,2015,14.7
Czech Republic,General hospitals,2016,14.39
Czech Republic,General hospitals,2017,14.72
Czech Republic,Publicly owned hospitals,2009,16.18
Czech Republic,Publicly owned hospitals,2010,15.47
Czech Republic,Publicly owned hospitals,2011,15.24
Czech Republic,Publicly owned hospitals,2012,14.84
Czech Republic,Publicly owned hospitals,2013,14.84
Czech Republic,Publicly owned hospitals,2014,15.49
Czech Republic,Publicly owned hospitals,2015,15.08
Czech Republic,Publicly owned hospitals,2016,15.24
Czech Republic,Publicly owned hospitals,2017,15.2
Czech Republic,Not-for-profit privately owned hospitals,2009,0.48
Czech Republic,Not-for-profit privately owned hospitals,2010,0.38
Czech Republic,Not-for-profit privately owned hospitals,2011,0.38
Czech Republic,Not-for-profit privately owned hospitals,2012,0.38
Czech Republic,Not-for-profit privately owned hospitals,2013,0.29
Czech Republic,Not-for-profit privately owned hospitals,2014,0.29
Czech Republic,Not-for-profit privately owned hospitals,2015,0.28
Czech Republic,Not-for-profit privately owned hospitals,2016,0.28
Czech Republic,Not-for-profit privately owned hospitals,2017,0.28
Czech Republic,For-profit privately owned hospitals,2009,7.85
Czech Republic,For-profit privately owned hospitals,2010,8.5
Czech Republic,For-profit privately owned hospitals,2011,8.67
Czech Republic,For-profit privately owned hospitals,2012,8.75
Czech Republic,For-profit privately owned hospitals,2013,8.94
Czech Republic,For-profit privately owned hospitals,2014,8.65
Czech Republic,For-profit privately owned hospitals,2015,8.91
Czech Republic,For-profit privately owned hospitals,2016,9.09
Czech Republic,For-profit privately owned hospitals,2017,8.87
Finland,Hospitals,2000,75.15
Finland,Hospitals,2001,75.37
Finland,Hospitals,2002,74.8
Finland,Hospitals,2003,72.89
Finland,Hospitals,2004,71.34
Finland,Hospitals,2005,70.34
Finland,Hospitals,2006,66.46
Finland,Hospitals,2007,61.45
Finland,Hospitals,2008,60.23
Finland,Hospitals,2009,55.82
Finland,Hospitals,2010,52.21
Finland,Hospitals,2011,51.04
Finland,Hospitals,2012,48.58
Finland,Hospitals,2013,47.62
Finland,Hospitals,2014,47.24
Finland,Hospitals,2015,48.91
Finland,Hospitals,2016,47.68
Finland,Hospitals,2017,44.84
Finland,General hospitals,2000,29.94
Finland,General hospitals,2001,30.07
Finland,General hospitals,2002,29.61
Finland,General hospitals,2003,27.82
Finland,General hospitals,2004,27.93
Finland,General hospitals,2005,27.64
Finland,General hospitals,2006,24.88
Finland,General hospitals,2007,24.77
Finland,General hospitals,2008,24.47
Finland,General hospitals,2009,24.54
Finland,General hospitals,2010,24.98
Finland,General hospitals,2011,25.61
Finland,General hospitals,2012,24.57
Finland,General hospitals,2013,24.09
Finland,General hospitals,2014,23.44
Finland,General hospitals,2015,24.27
Finland,General hospitals,2016,22.75
Finland,General hospitals,2017,23.6
Finland,Publicly owned hospitals,2000,67.04
Finland,Publicly owned hospitals,2001,66.69
Finland,Publicly owned hospitals,2002,65.57
Finland,Publicly owned hospitals,2003,63.69
Finland,Publicly owned hospitals,2004,61.4
Finland,Publicly owned hospitals,2005,59.66
Finland,Publicly owned hospitals,2006,55.07
Finland,Publicly owned hospitals,2007,49.73
Finland,Publicly owned hospitals,2008,48.18
Finland,Publicly owned hospitals,2009,43.64
Finland,Publicly owned hospitals,2010,39.71
Finland,Publicly owned hospitals,2011,37.3
Finland,Publicly owned hospitals,2012,35.46
Finland,Publicly owned hospitals,2013,34.2
Finland,Publicly owned hospitals,2014,34.79
Finland,Publicly owned hospitals,2015,34.86
Finland,Publicly owned hospitals,2016,34.94
Finland,Publicly owned hospitals,2017,30.5
Finland,For-profit privately owned hospitals,2000,8.11
Finland,For-profit privately owned hospitals,2001,8.67
Finland,For-profit privately owned hospitals,2002,9.23
Finland,For-profit privately owned hospitals,2003,9.21
Finland,For-profit privately owned hospitals,2004,9.95
Finland,For-profit privately owned hospitals,2005,10.67
Finland,For-profit privately owned hospitals,2006,11.39
Finland,For-profit privately owned hospitals,2007,11.72
Finland,For-profit privately owned hospitals,2008,12.05
Finland,For-profit privately owned hospitals,2009,12.17
Finland,For-profit privately owned hospitals,2010,12.49
Finland,For-profit privately owned hospitals,2011,13.73
Finland,For-profit privately owned hospitals,2012,13.11
Finland,For-profit privately owned hospitals,2013,13.42
Finland,For-profit privately owned hospitals,2014,12.45
Finland,For-profit privately owned hospitals,2015,14.05
Finland,For-profit privately owned hospitals,2016,12.74
Finland,For-profit privately owned hospitals,2017,14.34
France,Hospitals,2000,51.35
France,Hospitals,2001,50.47
France,Hospitals,2002,49.59
France,Hospitals,2003,48.33
France,Hospitals,2004,47.34
France,Hospitals,2005,46.41
France,Hospitals,2006,45.45
France,Hospitals,2007,44.57
France,Hospitals,2008,43.47
France,Hospitals,2009,42.74
France,Hospitals,2010,41.76
France,Hospitals,2011,41.17
France,Hospitals,2012,40.6
France,Hospitals,2013,48.53
France,Hospitals,2014,46.91
France,Hospitals,2015,46.42
France,Hospitals,2016,45.94
France,Hospitals,2017,45.55
France,General hospitals,2000,35.75
France,General hospitals,2001,35.28
France,General hospitals,2002,34.83
France,General hospitals,2003,33.91
France,General hospitals,2004,33.18
France,General hospitals,2005,32.63
France,General hospitals,2006,31.89
France,General hospitals,2007,31.23
France,General hospitals,2008,30.38
France,General hospitals,2009,29.81
France,General hospitals,2010,29.19
France,General hospitals,2011,28.8
France,General hospitals,2012,28.36
France,General hospitals,2013,30.93
France,General hospitals,2014,29.84
France,General hospitals,2015,29.32
France,General hospitals,2016,28.93
France,General hospitals,2017,28.65
France,Publicly owned hospitals,2000,17.17
France,Publicly owned hospitals,2001,16.99
France,Publicly owned hospitals,2002,16.92
France,Publicly owned hospitals,2003,16.61
France,Publicly owned hospitals,2004,16.46
France,Publicly owned hospitals,2005,16.22
France,Publicly owned hospitals,2006,15.95
France,Publicly owned hospitals,2007,15.79
France,Publicly owned hospitals,2008,15.41
France,Publicly owned hospitals,2009,15.07
France,Publicly owned hospitals,2010,14.7
France,Publicly owned hospitals,2011,14.49
France,Publicly owned hospitals,2012,14.18
France,Publicly owned hospitals,2013,22.17
France,Publicly owned hospitals,2014,21.35
France,Publicly owned hospitals,2015,20.87
France,Publicly owned hospitals,2016,20.62
France,Publicly owned hospitals,2017,20.4
France,Not-for-profit privately owned hospitals,2000,14.63
France,Not-for-profit privately owned hospitals,2001,14.23
France,Not-for-profit privately owned hospitals,2002,13.85
France,Not-for-profit privately owned hospitals,2003,13.66
France,Not-for-profit privately owned hospitals,2004,13.31
France,Not-for-profit privately owned hospitals,2005,13.02
France,Not-for-profit privately owned hospitals,2006,12.67
France,Not-for-profit privately owned hospitals,2007,12.25
France,Not-for-profit privately owned hospitals,2008,11.75
France,Not-for-profit privately owned hospitals,2009,11.41
France,Not-for-profit privately owned hospitals,2010,10.97
France,Not-for-profit privately owned hospitals,2011,10.84
France,Not-for-profit privately owned hospitals,2012,10.68
France,Not-for-profit privately owned hospitals,2013,10.83
France,Not-for-profit privately owned hospitals,2014,10.3
France,Not-for-profit privately owned hospitals,2015,10.37
France,Not-for-profit privately owned hospitals,2016,10.28
France,Not-for-profit privately owned hospitals,2017,10.17
France,For-profit privately owned hospitals,2000,19.55
France,For-profit privately owned hospitals,2001,19.25
France,For-profit privately owned hospitals,2002,18.82
France,For-profit privately owned hospitals,2003,18.06
France,For-profit privately owned hospitals,2004,17.57
France,For-profit privately owned hospitals,2005,17.17
France,For-profit privately owned hospitals,2006,16.82
France,For-profit privately owned hospitals,2007,16.53
France,For-profit privately owned hospitals,2008,16.31
France,For-profit privately owned hospitals,2009,16.26
France,For-profit privately owned hospitals,2010,16.09
France,For-profit privately owned hospitals,2011,15.83
France,For-profit privately owned hospitals,2012,15.74
France,For-profit privately owned hospitals,2013,15.54
France,For-profit privately owned hospitals,2014,15.26
France,For-profit privately owned hospitals,2015,15.16
France,For-profit privately owned hospitals,2016,15.03
France,For-profit privately owned hospitals,2017,14.99
Germany,Hospitals,2000,44.22
Germany,Hospitals,2001,44.06
Germany,Hospitals,2002,43.21
Germany,Hospitals,2003,42.56
Germany,Hospitals,2004,41.93
Germany,Hospitals,2005,41.34
Germany,Hospitals,2006,40.78
Germany,Hospitals,2007,40.43
Germany,Hospitals,2008,40.46
Germany,Hospitals,2009,40.58
Germany,Hospitals,2010,40.37
Germany,Hospitals,2011,40.83
Germany,Hospitals,2012,40.15
Germany,Hospitals,2013,39.47
Germany,Hospitals,2014,38.75
Germany,Hospitals,2015,38.05
Germany,Hospitals,2016,37.64
Germany,Hospitals,2017,37.31
Germany,General hospitals,2000,24.36
Germany,General hospitals,2001,24.23
Germany,General hospitals,2002,23.01
Germany,General hospitals,2003,22.63
Germany,General hospitals,2004,22.14
Germany,General hospitals,2005,22.38
Germany,General hospitals,2006,21.96
Germany,General hospitals,2007,21.77
Germany,General hospitals,2008,21.69
Germany,General hospitals,2009,21.73
Germany,General hospitals,2010,21.5
Germany,General hospitals,2011,21.63
Germany,General hospitals,2012,21.04
Germany,General hospitals,2013,20.68
Germany,General hospitals,2014,20.33
Germany,General hospitals,2015,19.82
Germany,General hospitals,2016,19.51
Germany,General hospitals,2017,19.26
Germany,Publicly owned hospitals,2000,12.87
Germany,Publicly owned hospitals,2001,12.67
Germany,Publicly owned hospitals,2002,12.79
Germany,Publicly owned hospitals,2003,12.42
Germany,Publicly owned hospitals,2004,12.29
Germany,Publicly owned hospitals,2005,11.87
Germany,Publicly owned hospitals,2006,11.48
Germany,Publicly owned hospitals,2007,10.89
Germany,Publicly owned hospitals,2008,10.78
Germany,Publicly owned hospitals,2009,10.65
Germany,Publicly owned hospitals,2010,10.42
Germany,Publicly owned hospitals,2011,10.64
Germany,Publicly owned hospitals,2012,10.36
Germany,Publicly owned hospitals,2013,10.23
Germany,Publicly owned hospitals,2014,10.1
Germany,Publicly owned hospitals,2015,9.87
Germany,Publicly owned hospitals,2016,9.63
Germany,Publicly owned hospitals,2017,9.5
Germany,Not-for-profit privately owned hospitals,2000,15.61
Germany,Not-for-profit privately owned hospitals,2001,15.43
Germany,Not-for-profit privately owned hospitals,2002,14.85
Germany,Not-for-profit privately owned hospitals,2003,14.45
Germany,Not-for-profit privately owned hospitals,2004,14.03
Germany,Not-for-profit privately owned hospitals,2005,13.75
Germany,Not-for-profit privately owned hospitals,2006,13.61
Germany,Not-for-profit privately owned hospitals,2007,13.42
Germany,Not-for-profit privately owned hospitals,2008,13.43
Germany,Not-for-profit privately owned hospitals,2009,13.35
Germany,Not-for-profit privately owned hospitals,2010,13.16
Germany,Not-for-profit privately owned hospitals,2011,13.28
Germany,Not-for-profit privately owned hospitals,2012,12.93
Germany,Not-for-profit privately owned hospitals,2013,12.69
Germany,Not-for-profit privately owned hospitals,2014,12.31
Germany,Not-for-profit privately owned hospitals,2015,11.98
Germany,Not-for-profit privately owned hospitals,2016,12.01
Germany,Not-for-profit privately owned hospitals,2017,11.74
Germany,For-profit privately owned hospitals,2000,15.74
Germany,For-profit privately owned hospitals,2001,15.96
Germany,For-profit privately owned hospitals,2002,15.57
Germany,For-profit privately owned hospitals,2003,15.69
Germany,For-profit privately owned hospitals,2004,15.61
Germany,For-profit privately owned hospitals,2005,15.71
Germany,For-profit privately owned hospitals,2006,15.68
Germany,For-profit privately owned hospitals,2007,16.12
Germany,For-profit privately owned hospitals,2008,16.25
Germany,For-profit privately owned hospitals,2009,16.59
Germany,For-profit privately owned hospitals,2010,16.79
Germany,For-profit privately owned hospitals,2011,16.92
Germany,For-profit privately owned hospitals,2012,16.86
Germany,For-profit privately owned hospitals,2013,16.55
Germany,For-profit privately owned hospitals,2014,16.34
Germany,For-profit privately owned hospitals,2015,16.2
Germany,For-profit privately owned hospitals,2016,16.01
Germany,For-profit privately owned hospitals,2017,16.08
Greece,Hospitals,2000,31.19
Greece,Hospitals,2001,30.93
Greece,Hospitals,2002,29.9
Greece,Hospitals,2003,29.92
Greece,Hospitals,2004,29.12
Greece,Hospitals,2005,28.85
Greece,Hospitals,2006,28.76
Greece,Hospitals,2007,28.33
Greece,Hospitals,2008,28.53
Greece,Hospitals,2009,28.18
Greece,Hospitals,2010,27.87
Greece,Hospitals,2011,28.28
Greece,Hospitals,2012,27.34
Greece,Hospitals,2013,26.45
Greece,Hospitals,2014,25.98
Greece,Hospitals,2015,26.15
Greece,Hospitals,2016,25.98
Greece,Hospitals,2017,25.76
Greece,General hospitals,2000,16.57
Greece,General hospitals,2001,16.66
Greece,General hospitals,2002,16.97
Greece,General hospitals,2003,16.84
Greece,General hospitals,2004,16.52
Greece,General hospitals,2005,16.47
Greece,General hospitals,2006,16.7
Greece,General hospitals,2007,16.74
Greece,General hospitals,2008,16.79
Greece,General hospitals,2009,16.84
Greece,General hospitals,2010,16.81
Greece,General hospitals,2011,17.11
Greece,General hospitals,2012,16.93
Greece,General hospitals,2013,16.23
Greece,General hospitals,2014,16.16
Greece,General hospitals,2015,15.9
Greece,General hospitals,2016,16.05
Greece,General hospitals,2017,16.18
Greece,Publicly owned hospitals,2000,12.96
Greece,Publicly owned hospitals,2001,12.8
Greece,Publicly owned hospitals,2002,12.93
Greece,Publicly owned hospitals,2003,12.99
Greece,Publicly owned hospitals,2004,12.87
Greece,Publicly owned hospitals,2005,12.83
Greece,Publicly owned hospitals,2006,12.79
Greece,Publicly owned hospitals,2007,12.67
Greece,Publicly owned hospitals,2008,12.64
Greece,Publicly owned hospitals,2009,12.78
Greece,Publicly owned hospitals,2010,12.68
Greece,Publicly owned hospitals,2011,12.7
Greece,Publicly owned hospitals,2012,12.04
Greece,Publicly owned hospitals,2013,11.4
Greece,Publicly owned hospitals,2014,11.38
Greece,Publicly owned hospitals,2015,11.46
Greece,Publicly owned hospitals,2016,11.51
Greece,Publicly owned hospitals,2017,11.62
Greece,Not-for-profit privately owned hospitals,2000,0.46
Greece,Not-for-profit privately owned hospitals,2001,0.55
Greece,Not-for-profit privately owned hospitals,2002,0.55
Greece,Not-for-profit privately owned hospitals,2003,0.55
Greece,Not-for-profit privately owned hospitals,2004,0.55
Greece,Not-for-profit privately owned hospitals,2005,0.55
Greece,Not-for-profit privately owned hospitals,2006,0.54
Greece,Not-for-profit privately owned hospitals,2007,0.54
Greece,Not-for-profit privately owned hospitals,2008,0.54
Greece,Not-for-profit privately owned hospitals,2009,0.45
Greece,Not-for-profit privately owned hospitals,2010,0.54
Greece,Not-for-profit privately owned hospitals,2011,0.45
Greece,Not-for-profit privately owned hospitals,2012,0.45
Greece,Not-for-profit privately owned hospitals,2013,0.36
Greece,Not-for-profit privately owned hospitals,2014,0.37
Greece,Not-for-profit privately owned hospitals,2015,0.37
Greece,Not-for-profit privately owned hospitals,2016,0.46
Greece,Not-for-profit privately owned hospitals,2017,0.46
Greece,For-profit privately owned hospitals,2000,17.77
Greece,For-profit privately owned hospitals,2001,17.58
Greece,For-profit privately owned hospitals,2002,16.42
Greece,For-profit privately owned hospitals,2003,16.38
Greece,For-profit privately owned hospitals,2004,15.7
Greece,For-profit privately owned hospitals,2005,15.47
Greece,For-profit privately owned hospitals,2006,15.43
Greece,For-profit privately owned hospitals,2007,15.12
Greece,For-profit privately owned hospitals,2008,15.35
Greece,For-profit privately owned hospitals,2009,14.95
Greece,For-profit privately owned hospitals,2010,14.66
Greece,For-profit privately owned hospitals,2011,15.13
Greece,For-profit privately owned hospitals,2012,14.85
Greece,For-profit privately owned hospitals,2013,14.68
Greece,For-profit privately owned hospitals,2014,14.23
Greece,For-profit privately owned hospitals,2015,14.32
Greece,For-profit privately owned hospitals,2016,14.01
Greece,For-profit privately owned hospitals,2017,13.67
Hungary,Hospitals,2000,17.14
Hungary,Hospitals,2001,17.28
Hungary,Hospitals,2002,17.42
Hungary,Hospitals,2003,17.47
Hungary,Hospitals,2004,17.91
Hungary,Hospitals,2005,18.04
Hungary,Hospitals,2006,18.07
Hungary,Hospitals,2007,17.8
Hungary,Hospitals,2008,17.53
Hungary,Hospitals,2009,17.46
Hungary,Hospitals,2010,17.5
Hungary,Hospitals,2011,17.35
Hungary,Hospitals,2012,17.74
Hungary,Hospitals,2013,17.49
Hungary,Hospitals,2014,17.64
Hungary,Hospitals,2015,17.07
Hungary,Hospitals,2016,17.12
Hungary,Hospitals,2017,16.86
Hungary,General hospitals,2000,14.3
Hungary,General hospitals,2001,14.82
Hungary,General hospitals,2002,14.77
Hungary,General hospitals,2003,15.3
Hungary,General hospitals,2004,13.65
Hungary,General hospitals,2005,13.58
Hungary,General hospitals,2006,13.5
Hungary,General hospitals,2007,13.72
Hungary,General hospitals,2008,14.84
Hungary,General hospitals,2009,14.77
Hungary,General hospitals,2010,14.9
Hungary,General hospitals,2011,14.64
Hungary,Publicly owned hospitals,2007,13.72
Hungary,Publicly owned hospitals,2008,13.45
Hungary,Publicly owned hospitals,2009,13.37
Hungary,Publicly owned hospitals,2010,13.4
Hungary,Publicly owned hospitals,2011,13.24
Hungary,Not-for-profit privately owned hospitals,2007,2.88
Hungary,Not-for-profit privately owned hospitals,2008,2.89
Hungary,Not-for-profit privately owned hospitals,2009,2.89
Hungary,Not-for-profit privately owned hospitals,2010,2.9
Hungary,Not-for-profit privately owned hospitals,2011,2.91
Hungary,For-profit privately owned hospitals,2007,1.19
Hungary,For-profit privately owned hospitals,2008,1.2
Hungary,For-profit privately owned hospitals,2009,1.2
Hungary,For-profit privately owned hospitals,2010,1.2
Hungary,For-profit privately owned hospitals,2011,1.2
Iceland,Hospitals,2000,78.23
Iceland,Hospitals,2001,70.18
Iceland,Hospitals,2002,69.56
Iceland,Hospitals,2003,69.08
Iceland,Hospitals,2004,68.48
Iceland,Hospitals,2005,67.4
Iceland,Hospitals,2007,28.89
Iceland,Hospitals,2008,28.35
Iceland,Hospitals,2009,28.26
Iceland,Hospitals,2010,28.3
Iceland,Hospitals,2011,25.08
Iceland,Hospitals,2012,24.94
Iceland,Hospitals,2013,24.71
Iceland,Hospitals,2014,24.44
Iceland,Hospitals,2015,24.18
Iceland,Hospitals,2016,23.85
Iceland,Hospitals,2017,23.3
Iceland,Hospitals,2018,22.96
Iceland,General hospitals,2000,35.56
Iceland,General hospitals,2001,31.58
Iceland,General hospitals,2002,31.3
Iceland,General hospitals,2003,31.09
Iceland,General hospitals,2004,30.81
Iceland,General hospitals,2005,30.33
Iceland,General hospitals,2007,28.89
Iceland,General hospitals,2008,28.35
Iceland,General hospitals,2009,28.26
Iceland,General hospitals,2010,28.3
Iceland,General hospitals,2011,25.08
Iceland,General hospitals,2012,24.94
Iceland,General hospitals,2013,24.71
Iceland,General hospitals,2014,24.44
Iceland,General hospitals,2015,24.18
Iceland,General hospitals,2016,23.85
Iceland,General hospitals,2017,23.3
Iceland,General hospitals,2018,22.96
Iceland,Publicly owned hospitals,2007,28.89
Iceland,Publicly owned hospitals,2008,28.35
Iceland,Publicly owned hospitals,2009,28.26
Iceland,Publicly owned hospitals,2010,28.3
Iceland,Publicly owned hospitals,2011,25.08
Iceland,Publicly owned hospitals,2012,24.94
Iceland,Publicly owned hospitals,2013,24.71
Iceland,Publicly owned hospitals,2014,24.44
Iceland,Publicly owned hospitals,2015,24.18
Iceland,Publicly owned hospitals,2016,23.85
Iceland,Publicly owned hospitals,2017,23.3
Iceland,Publicly owned hospitals,2018,22.96
Iceland,Not-for-profit privately owned hospitals,2007,0.0
Iceland,Not-for-profit privately owned hospitals,2008,0.0
Iceland,Not-for-profit privately owned hospitals,2009,0.0
Iceland,Not-for-profit privately owned hospitals,2010,0.0
Iceland,Not-for-profit privately owned hospitals,2011,0.0
Iceland,Not-for-profit privately owned hospitals,2012,0.0
Iceland,Not-for-profit privately owned hospitals,2013,0.0
Iceland,Not-for-profit privately owned hospitals,2014,0.0
Iceland,Not-for-profit privately owned hospitals,2015,0.0
Iceland,Not-for-profit privately owned hospitals,2016,0.0
Iceland,Not-for-profit privately owned hospitals,2017,0.0
Iceland,Not-for-profit privately owned hospitals,2018,0.0
Iceland,For-profit privately owned hospitals,2007,0.0
Iceland,For-profit privately owned hospitals,2008,0.0
Iceland,For-profit privately owned hospitals,2009,0.0
Iceland,For-profit privately owned hospitals,2010,0.0
Iceland,For-profit privately owned hospitals,2011,0.0
Iceland,For-profit privately owned hospitals,2012,0.0
Iceland,For-profit privately owned hospitals,2013,0.0
Iceland,For-profit privately owned hospitals,2014,0.0
Iceland,For-profit privately owned hospitals,2015,0.0
Iceland,For-profit privately owned hospitals,2016,0.0
Iceland,For-profit privately owned hospitals,2017,0.0
Iceland,For-profit privately owned hospitals,2018,0.0
Ireland,Hospitals,2000,48.36
Ireland,Hospitals,2001,47.33
Ireland,Hospitals,2002,46.29
Ireland,Hospitals,2003,45.29
Ireland,Hospitals,2004,43.98
Ireland,Hospitals,2005,43.03
Ireland,Hospitals,2006,41.65
Ireland,Hospitals,2007,40.01
Ireland,Hospitals,2008,39.2
Ireland,Hospitals,2009,22.27
